Location ID,No.,Date/Time,Name,CardNo
66,14494,7/31/2018 7:51:19,14494,
66,14494,7/31/2018 16:30:26,14494,
66,14494,8/1/2018 7:59:10,14494,
66,14498,7/31/2018 8:53:25,14498,
66,14498,7/31/2018 17:02:10,14498,
66,14498,8/1/2018 9:10:20,14498,
3,14508,7/31/2018 9:07:05,14508,
3,14508,7/31/2018 17:33:30,14508,
3,14508,7/31/2018 20:32:49,14508,
3,14508,8/1/2018 8:59:56,14508,
66,14509,7/31/2018 9:16:04,14509,
66,14509,7/31/2018 17:44:20,14509,
66,14509,7/31/2018 17:44:29,14509,
66,14509,7/31/2018 17:45:37,14509,
66,14509,8/1/2018 8:33:32,14509,
3,14516,7/31/2018 9:32:37,14516,
1,14516,7/31/2018 17:28:39,14516,
3,14516,8/1/2018 9:45:59,14516,
3,14521,7/31/2018 10:23:10,14521,
3,14521,7/31/2018 13:22:53,14521,
3,14523,7/31/2018 9:34:57,14523,
1,14523,7/31/2018 9:38:13,14523,
1,14523,7/31/2018 17:24:40,14523,
1,14523,7/31/2018 17:24:41,14523,
1,14523,8/1/2018 9:48:34,14523,
1,14523,8/1/2018 9:48:36,14523,
1,14523,8/1/2018 9:48:38,14523,
66,14524,7/31/2018 8:40:49,14524,
66,14524,7/31/2018 16:03:51,14524,
66,14524,8/1/2018 8:08:01,14524,
3,14525,7/31/2018 9:35:02,14525,
1,14525,7/31/2018 17:25:51,14525,
3,14526,7/31/2018 9:18:35,14526,
3,14526,7/31/2018 9:18:38,14526,
1,14526,7/31/2018 17:24:33,14526,
1,14526,7/31/2018 17:24:34,14526,
1,14527,7/31/2018 9:20:05,14527,
1,14527,7/31/2018 9:20:06,14527,
1,14527,7/31/2018 14:38:16,14527,
1,14527,7/31/2018 14:38:18,14527,
3,14527,7/31/2018 14:41:03,14527,
1,14527,8/1/2018 9:01:34,14527,
1,14527,8/1/2018 9:01:35,14527,
3,14533,7/31/2018 9:35:22,14533,
3,14533,7/31/2018 11:17:42,14533,
3,14533,8/1/2018 9:49:05,14533,
7,14536,7/31/2018 8:22:58,14536,
7,14536,7/31/2018 8:24:46,14536,
7,14536,7/31/2018 21:26:06,14536,
51,14536,7/31/2018 21:26:58,14536,
7,14536,8/1/2018 8:22:23,14536,
63,14537,7/31/2018 8:23:06,14537,
63,14537,7/31/2018 21:25:31,14537,
63,14537,8/1/2018 8:22:59,14537,
63,14540,7/31/2018 8:32:35,14540,
63,14540,7/31/2018 21:28:09,14540,
63,14540,8/1/2018 8:31:19,14540,
63,14554,7/31/2018 8:25:20,14554,
63,14554,7/31/2018 20:26:49,14554,
63,14554,8/1/2018 8:23:59,14554,
7,14557,7/31/2018 8:25:31,14557,
6,14557,7/31/2018 17:25:03,14557,
7,14557,8/1/2018 8:22:26,14557,
7,14557,8/1/2018 8:22:27,14557,
50,14559,7/31/2018 8:25:01,14559,
50,14559,7/31/2018 20:26:52,14559,
50,14559,8/1/2018 8:24:18,14559,
50,14559,8/1/2018 8:24:20,14559,
50,14560,7/31/2018 8:24:00,14560,
50,14560,7/31/2018 21:25:48,14560,
50,14560,8/1/2018 8:25:40,14560,
50,14560,8/1/2018 8:25:43,14560,
63,14562,7/31/2018 8:31:14,14562,
63,14562,7/31/2018 21:25:35,14562,
63,14562,8/1/2018 8:27:38,14562,
63,14563,7/31/2018 8:27:57,14563,
63,14563,7/31/2018 21:25:50,14563,
63,14563,8/1/2018 8:22:24,14563,
63,14566,7/31/2018 8:22:20,14566,
63,14566,7/31/2018 20:27:00,14566,
63,14566,7/31/2018 20:27:01,14566,
63,14566,8/1/2018 8:21:48,14566,
63,14566,8/1/2018 8:21:49,14566,
63,14570,7/31/2018 8:22:54,14570,
63,14570,7/31/2018 8:22:57,14570,
63,14570,7/31/2018 21:25:39,14570,
63,14570,8/1/2018 8:21:59,14570,
6,14572,7/31/2018 8:25:13,14572,
6,14572,7/31/2018 20:30:11,14572,
6,14572,7/31/2018 21:25:51,14572,
6,14572,8/1/2018 8:28:58,14572,
1,14574,7/31/2018 8:23:28,14574,
63,14574,7/31/2018 20:26:15,14574,
1,14574,8/1/2018 8:22:03,14574,
1,14574,8/1/2018 8:22:58,14574,
1,14581,7/31/2018 8:24:32,14581,
1,14581,7/31/2018 8:24:36,14581,
63,14581,7/31/2018 21:27:34,14581,
63,14581,7/31/2018 21:27:40,14581,
63,14581,8/1/2018 8:30:13,14581,
63,14581,8/1/2018 8:30:15,14581,
50,14582,7/31/2018 8:30:21,14582,
51,14582,7/31/2018 20:26:13,14582,
50,14582,8/1/2018 8:29:54,14582,
7,14584,7/31/2018 8:22:44,14584,
7,14584,7/31/2018 8:26:42,14584,
7,14584,7/31/2018 20:27:29,14584,
6,14584,7/31/2018 20:28:54,14584,
7,14584,7/31/2018 20:29:30,14584,
7,14584,8/1/2018 8:22:09,14584,
1,14592,7/31/2018 8:22:16,14592,
1,14592,7/31/2018 8:22:50,14592,
63,14592,7/31/2018 20:26:02,14592,
63,14592,8/1/2018 8:33:39,14592,
50,14599,7/31/2018 8:38:51,14599,
50,14599,7/31/2018 21:25:54,14599,
50,14599,8/1/2018 8:22:07,14599,
22,14600,7/31/2018 8:22:39,14600,
22,14600,7/31/2018 8:22:50,14600,
22,14600,7/31/2018 20:25:55,14600,
22,14600,8/1/2018 8:23:26,14600,
22,14600,8/1/2018 8:23:37,14600,
63,14606,7/31/2018 8:25:45,14606,
63,14606,7/31/2018 8:25:47,14606,
63,14606,7/31/2018 21:27:01,14606,
63,14606,7/31/2018 21:27:03,14606,
63,14606,8/1/2018 8:24:19,14606,
63,14606,8/1/2018 8:24:21,14606,
50,14611,7/31/2018 8:29:11,14611,
50,14611,7/31/2018 20:26:16,14611,
50,14611,8/1/2018 8:22:53,14611,
7,14612,7/31/2018 8:25:02,14612,
6,14612,7/31/2018 20:28:12,14612,
6,14612,8/1/2018 8:27:04,14612,
6,14612,8/1/2018 8:27:06,14612,
63,14622,7/31/2018 8:24:26,14622,
63,14622,7/31/2018 21:26:47,14622,
63,14622,8/1/2018 8:24:29,14622,
34,14644,7/31/2018 8:22:49,14644,
10,14644,7/31/2018 20:26:55,14644,
34,14644,8/1/2018 8:24:06,14644,
4,14664,7/31/2018 8:29:11,14664,
5,14664,7/31/2018 20:31:57,14664,
4,14664,8/1/2018 8:23:18,14664,
5,14669,7/31/2018 8:33:04,14669,
4,14669,7/31/2018 21:27:42,14669,
5,14669,8/1/2018 8:31:57,14669,
5,14669,8/1/2018 8:32:04,14669,
29,14696,7/31/2018 8:34:58,14696,
28,14696,7/31/2018 21:29:36,14696,
29,14696,8/1/2018 8:34:04,14696,
14,14697,7/31/2018 8:34:27,14697,
15,14697,7/31/2018 20:33:14,14697,
15,14697,7/31/2018 20:33:16,14697,
14,14697,8/1/2018 8:32:54,14697,
14,14697,8/1/2018 8:32:56,14697,
12,14725,7/31/2018 8:22:17,14725,
12,14725,7/31/2018 21:26:41,14725,
12,14725,8/1/2018 8:24:01,14725,
18,14731,7/31/2018 8:28:10,14731,
17,14731,7/31/2018 21:27:49,14731,
18,14731,8/1/2018 8:28:46,14731,
18,14736,7/31/2018 8:35:16,14736,
18,14736,8/1/2018 8:29:29,14736,
51,14752,7/31/2018 8:22:47,14752,
51,14752,7/31/2018 20:26:45,14752,
51,14752,8/1/2018 8:21:56,14752,
8,14760,7/31/2018 8:24:12,14760,
34,14760,7/31/2018 8:27:26,14760,
8,14760,7/31/2018 20:26:03,14760,
10,14760,8/1/2018 8:50:00,14760,
8,14764,7/31/2018 8:26:24,14764,
8,14764,7/31/2018 20:28:09,14764,
8,14764,8/1/2018 8:26:14,14764,
34,14769,7/31/2018 8:22:41,14769,
34,14769,7/31/2018 8:22:43,14769,
34,14769,7/31/2018 20:29:06,14769,
34,14769,8/1/2018 8:23:05,14769,
34,14769,8/1/2018 8:23:07,14769,
10,14770,7/31/2018 8:25:19,14770,
10,14770,7/31/2018 20:29:43,14770,
10,14770,8/1/2018 8:23:47,14770,
24,14775,7/31/2018 8:23:49,14775,
24,14775,7/31/2018 21:32:44,14775,
24,14775,8/1/2018 8:22:21,14775,
24,14778,7/31/2018 8:27:37,14778,
24,14778,7/31/2018 20:26:39,14778,
24,14778,8/1/2018 8:32:15,14778,
5,14789,7/31/2018 8:23:38,14789,
5,14789,7/31/2018 21:25:35,14789,
5,14789,8/1/2018 8:23:25,14789,
6,14809,7/31/2018 8:28:41,14809,
6,14809,7/31/2018 8:28:43,14809,
7,14809,7/31/2018 20:27:17,14809,
7,14809,7/31/2018 20:27:19,14809,
6,14809,8/1/2018 8:29:47,14809,
6,14809,8/1/2018 8:29:54,14809,
22,14813,7/31/2018 8:30:04,14813,
23,14813,7/31/2018 20:28:44,14813,
22,14813,8/1/2018 8:27:46,14813,
22,14822,7/31/2018 8:34:59,14822,
51,14822,7/31/2018 20:27:28,14822,
51,14822,8/1/2018 8:29:58,14822,
51,14825,7/31/2018 8:29:19,14825,
51,14825,7/31/2018 8:29:22,14825,
51,14825,7/31/2018 20:29:06,14825,
51,14825,7/31/2018 20:29:11,14825,
51,14825,8/1/2018 8:28:57,14825,
51,14825,8/1/2018 8:28:58,14825,
22,14829,7/31/2018 8:31:08,14829,
22,14829,7/31/2018 8:31:10,14829,
22,14829,7/31/2018 20:28:42,14829,
22,14829,7/31/2018 20:28:46,14829,
22,14829,8/1/2018 8:29:18,14829,
22,14829,8/1/2018 8:29:20,14829,
4,14843,7/31/2018 8:28:23,14843,
4,14843,7/31/2018 21:29:59,14843,
4,14843,8/1/2018 8:24:19,14843,
4,14845,7/31/2018 8:33:57,14845,
4,14845,7/31/2018 20:28:12,14845,
4,14845,8/1/2018 8:33:01,14845,
20,14848,7/31/2018 8:34:41,14848,
20,14848,7/31/2018 20:27:17,14848,
20,14848,8/1/2018 8:31:36,14848,
20,14850,7/31/2018 8:34:23,14850,
20,14850,7/31/2018 20:27:14,14850,
20,14850,7/31/2018 20:27:15,14850,
20,14850,8/1/2018 8:34:00,14850,
9,14853,7/31/2018 8:27:38,14853,
9,14853,7/31/2018 20:28:53,14853,
9,14853,7/31/2018 20:28:59,14853,
9,14853,8/1/2018 8:24:12,14853,
9,14853,8/1/2018 8:24:21,14853,
9,14859,7/31/2018 8:26:32,14859,
9,14859,7/31/2018 20:29:18,14859,
34,14859,8/1/2018 8:23:15,14859,
10,14870,7/31/2018 8:29:59,14870,
10,14870,7/31/2018 20:26:52,14870,
10,14870,8/1/2018 8:32:58,14870,
21,14874,7/31/2018 8:34:48,14874,
21,14874,7/31/2018 21:26:22,14874,
21,14874,8/1/2018 8:33:45,14874,
22,14882,7/31/2018 8:28:33,14882,
22,14882,7/31/2018 8:28:35,14882,
23,14882,7/31/2018 21:26:11,14882,
23,14882,7/31/2018 21:26:13,14882,
22,14882,8/1/2018 8:28:14,14882,
22,14882,8/1/2018 8:28:16,14882,
22,14884,7/31/2018 8:28:41,14884,
22,14884,7/31/2018 8:28:43,14884,
22,14884,7/31/2018 21:25:33,14884,
22,14884,7/31/2018 21:25:35,14884,
22,14884,8/1/2018 8:28:08,14884,
22,14884,8/1/2018 8:28:11,14884,
23,14885,7/31/2018 8:22:37,14885,
23,14885,7/31/2018 8:22:39,14885,
23,14885,7/31/2018 19:26:11,14885,
23,14885,8/1/2018 8:22:11,14885,
23,14885,8/1/2018 8:22:15,14885,
23,14886,7/31/2018 20:28:12,14886,
23,14886,8/1/2018 8:34:06,14886,
23,14893,7/31/2018 8:22:48,14893,
23,14893,7/31/2018 8:22:52,14893,
23,14893,7/31/2018 19:26:33,14893,
22,14893,7/31/2018 19:26:55,14893,
22,14893,7/31/2018 21:26:25,14893,
22,14893,7/31/2018 21:26:38,14893,
22,14893,8/1/2018 8:22:16,14893,
23,14893,8/1/2018 8:22:31,14893,
56,14902,7/31/2018 8:29:47,14902,
56,14902,7/31/2018 20:29:00,14902,
56,14902,8/1/2018 8:29:42,14902,
21,14903,7/31/2018 8:32:25,14903,
21,14903,7/31/2018 21:25:54,14903,
21,14903,8/1/2018 8:33:35,14903,
28,14912,7/31/2018 8:23:05,14912,
28,14912,7/31/2018 21:30:24,14912,
28,14912,8/1/2018 8:34:28,14912,
31,14913,7/31/2018 8:33:47,14913,
31,14913,7/31/2018 8:33:58,14913,
32,14913,7/31/2018 20:30:29,14913,
31,14913,8/1/2018 8:33:02,14913,
29,14921,7/31/2018 8:32:46,14921,
29,14921,7/31/2018 21:29:30,14921,
29,14921,8/1/2018 8:30:07,14921,
31,14923,8/1/2018 8:31:53,14923,
12,14943,7/31/2018 8:25:31,14943,
12,14943,7/31/2018 8:25:33,14943,
12,14943,7/31/2018 21:28:08,14943,
15,14943,8/1/2018 8:23:14,14943,
15,14943,8/1/2018 8:23:16,14943,
13,14946,7/31/2018 8:31:38,14946,
13,14946,7/31/2018 8:31:40,14946,
12,14946,7/31/2018 12:45:20,14946,
12,14946,7/31/2018 12:45:22,14946,
13,14946,8/1/2018 8:28:47,14946,
13,14946,8/1/2018 8:28:48,14946,
15,14947,7/31/2018 8:22:24,14947,
15,14947,7/31/2018 8:22:26,14947,
14,14947,7/31/2018 20:26:11,14947,
14,14947,7/31/2018 20:26:13,14947,
14,14947,8/1/2018 8:34:46,14947,
14,14947,8/1/2018 8:34:47,14947,
18,14973,7/31/2018 8:28:15,14973,
18,14973,7/31/2018 8:28:30,14973,
18,14973,7/31/2018 20:26:54,14973,
18,14973,7/31/2018 20:27:07,14973,
18,14973,8/1/2018 8:26:35,14973,
18,14973,8/1/2018 8:26:55,14973,
18,14974,7/31/2018 8:33:18,14974,
18,14974,7/31/2018 21:26:57,14974,
18,14974,8/1/2018 8:29:09,14974,
51,14979,7/31/2018 8:27:38,14979,
51,14979,7/31/2018 8:27:40,14979,
51,14979,7/31/2018 21:26:43,14979,
51,14979,7/31/2018 21:26:45,14979,
51,14979,8/1/2018 8:23:05,14979,
51,14979,8/1/2018 8:23:07,14979,
19,14981,7/31/2018 8:28:27,14981,
19,14981,7/31/2018 8:28:47,14981,
18,14981,7/31/2018 21:28:51,14981,
18,14981,7/31/2018 21:29:01,14981,
19,14981,8/1/2018 8:22:51,14981,
31,14988,7/31/2018 8:32:33,14988,
31,14988,7/31/2018 21:26:47,14988,
31,14988,8/1/2018 8:31:41,14988,
30,15007,7/31/2018 8:32:23,15007,
31,15007,7/31/2018 21:26:15,15007,
30,15007,8/1/2018 8:29:28,15007,
34,15010,7/31/2018 8:28:30,15010,
8,15010,7/31/2018 20:26:51,15010,
10,15010,8/1/2018 8:49:35,15010,
34,15021,7/31/2018 8:25:19,15021,
34,15021,7/31/2018 8:25:21,15021,
34,15021,7/31/2018 20:29:35,15021,
34,15021,8/1/2018 8:23:22,15021,
34,15021,8/1/2018 8:25:04,15021,
25,15033,7/31/2018 8:24:40,15033,
26,15033,7/31/2018 21:33:45,15033,
25,15033,8/1/2018 8:24:37,15033,
25,15041,7/31/2018 8:28:18,15041,
25,15041,7/31/2018 20:25:56,15041,
25,15041,8/1/2018 8:21:55,15041,
26,15043,7/31/2018 8:23:20,15043,
27,15043,7/31/2018 21:29:35,15043,
24,15049,7/31/2018 8:22:58,15049,
24,15049,7/31/2018 21:27:32,15049,
24,15049,8/1/2018 8:35:08,15049,
3,15064,7/31/2018 8:22:47,15064,
3,15064,7/31/2018 19:26:18,15064,
3,15064,8/1/2018 8:22:38,15064,
3,15064,8/1/2018 8:22:43,15064,
28,15066,7/31/2018 8:32:32,15066,
28,15066,7/31/2018 18:27:39,15066,
28,15066,8/1/2018 8:32:47,15066,
63,15069,7/31/2018 8:31:30,15069,
63,15069,7/31/2018 8:31:32,15069,
63,15069,7/31/2018 21:26:58,15069,
63,15069,7/31/2018 21:26:59,15069,
63,15069,8/1/2018 8:31:45,15069,
63,15069,8/1/2018 8:31:46,15069,
4,15075,7/31/2018 8:22:20,15075,
6,15075,7/31/2018 21:28:18,15075,
7,15075,7/31/2018 21:28:27,15075,
4,15075,8/1/2018 8:21:42,15075,
4,15075,8/1/2018 8:21:44,15075,
7,15077,7/31/2018 8:25:35,15077,
7,15077,7/31/2018 20:26:45,15077,
7,15077,8/1/2018 8:22:59,15077,
6,15078,7/31/2018 8:32:41,15078,
5,15078,7/31/2018 21:27:37,15078,
6,15078,8/1/2018 8:30:52,15078,
6,15084,7/31/2018 8:23:03,15084,
6,15084,7/31/2018 20:26:23,15084,
6,15084,8/1/2018 8:27:52,15084,
28,15098,7/31/2018 8:40:13,15098,
29,15098,7/31/2018 18:29:35,15098,
28,15098,8/1/2018 8:40:50,15098,
13,15107,7/31/2018 8:24:03,15107,
13,15107,7/31/2018 8:24:04,15107,
13,15107,7/31/2018 21:28:33,15107,
13,15107,7/31/2018 21:29:20,15107,
13,15107,8/1/2018 8:22:03,15107,
12,15115,7/31/2018 8:24:11,15115,
13,15115,7/31/2018 20:29:47,15115,
13,15115,7/31/2018 20:29:48,15115,
12,15115,7/31/2018 20:31:17,15115,
12,15115,8/1/2018 8:21:49,15115,
13,15115,8/1/2018 8:23:17,15115,
63,15119,7/31/2018 8:31:39,15119,
63,15119,7/31/2018 8:31:40,15119,
63,15119,7/31/2018 8:31:41,15119,
13,15119,7/31/2018 20:26:30,15119,
13,15119,7/31/2018 20:26:32,15119,
63,15119,8/1/2018 8:31:06,15119,
63,15119,8/1/2018 8:31:07,15119,
63,15134,7/31/2018 8:27:40,15134,
63,15134,7/31/2018 8:27:41,15134,
63,15134,7/31/2018 20:29:11,15134,
63,15134,7/31/2018 20:29:17,15134,
63,15134,7/31/2018 20:29:19,15134,
63,15134,8/1/2018 8:26:31,15134,
63,15134,8/1/2018 8:26:33,15134,
63,15134,8/1/2018 8:26:34,15134,
8,15139,7/31/2018 8:23:15,15139,
8,15139,7/31/2018 20:30:05,15139,
8,15139,7/31/2018 20:30:07,15139,
9,15139,8/1/2018 8:22:09,15139,
24,15143,7/31/2018 8:29:48,15143,
24,15143,7/31/2018 21:29:49,15143,
26,15143,8/1/2018 8:30:56,15143,
25,15152,7/31/2018 8:22:24,15152,
24,15152,7/31/2018 21:28:01,15152,
25,15152,8/1/2018 8:22:03,15152,
8,15174,7/31/2018 8:34:36,15174,
8,15174,8/1/2018 8:32:46,15174,
11,15176,7/31/2018 8:23:57,15176,
11,15176,7/31/2018 20:28:16,15176,
11,15176,8/1/2018 8:23:16,15176,
28,15178,7/31/2018 8:37:46,15178,
28,15178,7/31/2018 20:29:45,15178,
28,15178,8/1/2018 8:31:19,15178,
31,15179,7/31/2018 8:23:56,15179,
31,15179,7/31/2018 19:30:42,15179,
30,15179,8/1/2018 8:28:49,15179,
29,15181,7/31/2018 8:33:58,15181,
29,15181,7/31/2018 21:26:33,15181,
29,15181,8/1/2018 8:27:06,15181,
13,15195,7/31/2018 8:34:51,15195,
13,15195,7/31/2018 21:25:41,15195,
13,15195,8/1/2018 8:33:35,15195,
8,15200,7/31/2018 8:32:36,15200,
8,15200,7/31/2018 20:30:11,15200,
9,15200,8/1/2018 8:31:39,15200,
27,15204,7/31/2018 8:34:00,15204,
27,15204,7/31/2018 21:33:51,15204,
27,15204,8/1/2018 8:32:26,15204,
27,15204,8/1/2018 8:32:28,15204,
27,15208,7/31/2018 8:32:46,15208,
27,15208,7/31/2018 21:25:42,15208,
27,15208,7/31/2018 21:25:43,15208,
27,15208,8/1/2018 8:30:46,15208,
27,15208,8/1/2018 8:30:47,15208,
25,15211,7/31/2018 8:34:59,15211,
25,15211,7/31/2018 21:32:22,15211,
25,15211,7/31/2018 21:32:23,15211,
25,15211,8/1/2018 8:32:20,15211,
25,15211,8/1/2018 8:32:21,15211,
1,15216,7/31/2018 8:25:18,15216,
1,15216,7/31/2018 8:25:21,15216,
1,15216,8/1/2018 8:30:31,15216,
1,15216,8/1/2018 8:30:33,15216,
4,15231,7/31/2018 8:22:28,15231,
4,15231,7/31/2018 20:27:44,15231,
4,15231,7/31/2018 21:25:40,15231,
4,15231,7/31/2018 21:25:43,15231,
4,15231,8/1/2018 8:22:09,15231,
31,15247,8/1/2018 8:28:06,15247,
13,15249,7/31/2018 8:23:47,15249,
13,15249,7/31/2018 20:25:51,15249,
12,15249,8/1/2018 8:21:58,15249,
15,15254,8/1/2018 8:26:07,15254,
15,15260,7/31/2018 8:27:05,15260,
15,15260,7/31/2018 8:27:07,15260,
15,15260,7/31/2018 20:25:56,15260,
15,15260,7/31/2018 20:25:59,15260,
14,15260,8/1/2018 8:27:34,15260,
14,15260,8/1/2018 8:27:35,15260,
18,15267,7/31/2018 8:31:46,15267,
18,15267,7/31/2018 21:29:53,15267,
18,15267,8/1/2018 8:31:45,15267,
17,15279,7/31/2018 8:31:32,15279,
17,15279,7/31/2018 20:27:09,15279,
17,15279,8/1/2018 8:32:32,15279,
16,15280,7/31/2018 8:29:40,15280,
16,15280,7/31/2018 20:27:59,15280,
16,15280,7/31/2018 20:28:01,15280,
16,15280,8/1/2018 8:27:19,15280,
16,15280,8/1/2018 8:27:21,15280,
27,15289,7/31/2018 8:25:07,15289,
27,15289,7/31/2018 8:25:08,15289,
27,15289,7/31/2018 8:25:20,15289,
27,15289,7/31/2018 8:25:21,15289,
26,15289,7/31/2018 21:29:57,15289,
26,15289,7/31/2018 21:30:03,15289,
27,15289,8/1/2018 8:27:07,15289,
27,15289,8/1/2018 8:27:10,15289,
27,15289,8/1/2018 8:27:22,15289,
63,15299,7/31/2018 8:31:54,15299,
63,15299,7/31/2018 8:32:02,15299,
63,15299,7/31/2018 19:26:05,15299,
63,15299,8/1/2018 8:28:10,15299,
66,15300,7/31/2018 8:41:43,15300,
66,15300,7/31/2018 17:11:01,15300,
66,15300,8/1/2018 8:25:48,15300,
3,15301,7/31/2018 9:34:51,15301,
1,15301,7/31/2018 9:38:17,15301,
1,15301,7/31/2018 9:38:18,15301,
3,15301,7/31/2018 14:10:58,15301,
3,15301,7/31/2018 14:11:00,15301,
3,15301,8/1/2018 9:50:42,15301,
3,15301,8/1/2018 9:50:43,15301,
22,15431,7/31/2018 8:24:31,15431,
22,15431,7/31/2018 8:24:37,15431,
22,15431,7/31/2018 8:25:03,15431,
22,15431,7/31/2018 21:26:13,15431,
22,15431,7/31/2018 21:26:15,15431,
22,15431,8/1/2018 8:22:45,15431,
22,15431,8/1/2018 8:23:09,15431,
22,15431,8/1/2018 8:23:11,15431,
7,15498,7/31/2018 8:29:59,15498,
5,15498,7/31/2018 20:26:30,15498,
7,15498,8/1/2018 8:28:49,15498,
5,15499,7/31/2018 8:30:21,15499,
5,15499,7/31/2018 21:27:32,15499,
5,15499,8/1/2018 8:26:27,15499,
17,15505,7/31/2018 8:33:19,15505,
17,15505,7/31/2018 20:28:01,15505,
17,15505,7/31/2018 20:31:50,15505,
17,15505,8/1/2018 8:29:31,15505,
10,15543,7/31/2018 8:34:27,15543,
34,15543,7/31/2018 19:31:30,15543,
34,15543,7/31/2018 19:31:33,15543,
10,15543,8/1/2018 8:32:44,15543,
17,15550,7/31/2018 8:33:10,15550,
17,15550,7/31/2018 21:26:53,15550,
17,15550,8/1/2018 8:32:48,15550,
31,15552,7/31/2018 8:24:00,15552,
31,15552,7/31/2018 21:27:50,15552,
31,15552,8/1/2018 8:22:47,15552,
29,15564,7/31/2018 8:29:24,15564,
28,15564,7/31/2018 21:28:57,15564,
29,15564,8/1/2018 8:27:33,15564,
22,15570,7/31/2018 8:23:09,15570,
22,15570,7/31/2018 19:25:56,15570,
22,15570,8/1/2018 8:22:02,15570,
20,15575,7/31/2018 8:30:05,15575,
20,15575,7/31/2018 19:27:09,15575,
20,15575,8/1/2018 8:29:06,15575,
20,15576,7/31/2018 8:25:07,15576,
20,15576,7/31/2018 19:26:23,15576,
21,15576,8/1/2018 8:22:01,15576,
8,15585,7/31/2018 8:22:44,15585,
8,15585,7/31/2018 20:26:31,15585,
34,15585,8/1/2018 8:26:50,15585,
25,15590,7/31/2018 8:28:44,15590,
26,15590,7/31/2018 20:26:34,15590,
25,15590,7/31/2018 20:28:06,15590,
25,15590,8/1/2018 8:27:49,15590,
25,15590,8/1/2018 8:27:51,15590,
31,15593,7/31/2018 8:26:27,15593,
31,15593,7/31/2018 21:28:26,15593,
31,15593,8/1/2018 8:24:04,15593,
31,15594,7/31/2018 8:22:31,15594,
31,15594,7/31/2018 21:28:06,15594,
31,15594,8/1/2018 8:21:51,15594,
29,15602,7/31/2018 8:32:11,15602,
29,15602,7/31/2018 21:31:25,15602,
29,15602,8/1/2018 8:29:33,15602,
28,15603,7/31/2018 8:26:21,15603,
28,15603,7/31/2018 21:25:48,15603,
28,15603,8/1/2018 8:26:56,15603,
28,15607,7/31/2018 8:30:35,15607,
28,15607,7/31/2018 21:28:46,15607,
28,15607,8/1/2018 8:30:22,15607,
29,15611,7/31/2018 8:24:20,15611,
29,15611,7/31/2018 21:31:30,15611,
29,15611,8/1/2018 8:27:41,15611,
29,15612,7/31/2018 8:22:57,15612,
29,15612,7/31/2018 21:31:17,15612,
29,15612,8/1/2018 8:22:21,15612,
33,15617,7/31/2018 8:33:44,15617,
33,15617,7/31/2018 21:25:39,15617,
33,15617,8/1/2018 8:33:37,15617,
15,15623,7/31/2018 8:23:37,15623,
15,15623,7/31/2018 8:23:38,15623,
12,15623,7/31/2018 20:29:59,15623,
15,15623,8/1/2018 8:22:59,15623,
15,15623,8/1/2018 8:23:00,15623,
9,15644,7/31/2018 8:23:47,15644,
9,15644,7/31/2018 20:26:01,15644,
9,15644,8/1/2018 8:28:24,15644,
9,15644,8/1/2018 8:28:26,15644,
9,15647,7/31/2018 8:33:27,15647,
9,15647,7/31/2018 8:33:29,15647,
9,15647,7/31/2018 20:27:36,15647,
9,15647,7/31/2018 20:27:37,15647,
9,15647,8/1/2018 8:26:41,15647,
9,15647,8/1/2018 8:26:42,15647,
9,15648,7/31/2018 8:30:16,15648,
9,15648,7/31/2018 8:30:20,15648,
9,15648,7/31/2018 20:27:24,15648,
9,15648,8/1/2018 8:25:04,15648,
9,15648,8/1/2018 8:25:12,15648,
9,15649,7/31/2018 8:31:31,15649,
9,15649,7/31/2018 8:31:33,15649,
9,15649,7/31/2018 20:29:35,15649,
9,15649,7/31/2018 20:29:38,15649,
9,15649,8/1/2018 8:33:11,15649,
9,15649,8/1/2018 8:33:12,15649,
29,15651,7/31/2018 8:25:25,15651,
29,15651,7/31/2018 21:30:37,15651,
29,15651,8/1/2018 8:30:59,15651,
28,15654,7/31/2018 8:23:37,15654,
28,15654,7/31/2018 21:28:13,15654,
28,15654,8/1/2018 8:23:45,15654,
17,15659,7/31/2018 8:33:21,15659,
17,15659,7/31/2018 21:28:25,15659,
17,15659,8/1/2018 8:34:26,15659,
27,15662,7/31/2018 8:23:29,15662,
24,15662,7/31/2018 21:31:24,15662,
24,15662,7/31/2018 21:31:25,15662,
27,15662,8/1/2018 8:22:10,15662,
27,15665,7/31/2018 8:24:29,15665,
26,15665,7/31/2018 21:29:55,15665,
27,15665,8/1/2018 8:29:44,15665,
22,15675,7/31/2018 8:24:09,15675,
22,15675,7/31/2018 20:27:48,15675,
22,15675,8/1/2018 8:22:24,15675,
29,15676,7/31/2018 8:26:05,15676,
29,15676,7/31/2018 21:30:07,15676,
29,15676,8/1/2018 8:30:36,15676,
56,15679,7/31/2018 8:26:10,15679,
56,15679,7/31/2018 19:26:11,15679,
56,15679,8/1/2018 8:25:37,15679,
16,15685,7/31/2018 8:41:52,15685,
16,15685,7/31/2018 8:41:54,15685,
16,15685,7/31/2018 21:30:05,15685,
16,15685,7/31/2018 21:30:07,15685,
16,15685,8/1/2018 8:28:06,15685,
16,15685,8/1/2018 8:28:08,15685,
17,15685,8/1/2018 8:28:37,15685,
27,15687,7/31/2018 8:27:12,15687,
26,15687,7/31/2018 21:30:47,15687,
9,15705,7/31/2018 8:22:43,15705,
